entity_id,email,full_name,gender,birth_year,age_group,occupation,province,nationality,loyalty_tier,group_id,website_id,store_id,created_at,updated_at,is_active
6779,customer6779@example.com,Trần Yến,Nữ,1983,40-49,Chuyên gia tài chính,TP HCM,Việt Nam,Platinum,3,1,6,2017-04-11,2023-10-11,1
6780,customer6780@example.com,Ngô Hải,Nam,1993,30-39,Bác sĩ,Hà Nội,Việt Nam,Silver,1,1,1,2023-02-02,2024-01-13,1
6781,customer6781@example.com,Ngô Trang,Nữ,1996,25-29,Kiến trúc sư,Hà Nội,Expat,Platinum,3,1,2,2017-10-04,2023-05-30,1
6782,customer6782@example.com,Bùi Phương,Nữ,1970,50-59,Luật sư,TP HCM,Việt Nam,Silver,3,1,5,2019-01-03,2024-12-09,1
6783,customer6783@example.com,Phan Quang,Nam,1974,50-59,Nhà đầu tư,Hà Nội,Việt Nam,Gold,4,1,5,2015-09-21,2024-05-05,1
6784,customer6784@example.com,Đặng Lan,Nữ,1981,40-49,Người nổi tiếng,TP HCM,Expat,Silver,1,1,3,2015-01-11,2023-02-21,1
6785,customer6785@example.com,Hồ Hằng,Nữ,1992,30-39,Nhà đầu tư,Hà Nội,Việt Nam,Silver,4,1,1,2021-04-24,2023-03-08,1
6786,customer6786@example.com,Vũ Khánh,Nam,1987,30-39,Người nổi tiếng,Hà Nội,Expat,Silver,2,1,4,2017-04-20,2024-04-27,1
6787,customer6787@example.com,Nguyễn Việt,Nam,1973,50-59,Bác sĩ,TP HCM,Việt Nam,Platinum,1,1,4,2017-06-11,2023-05-30,1
6788,customer6788@example.com,Bùi Bình,Nam,1965,50-59,Luật sư,Hải Phòng,Việt Nam,Gold,2,1,8,2018-05-07,2023-06-14,0
6789,customer6789@example.com,Nguyễn Mai,Nữ,1963,60+,Giám đốc,TP HCM,Expat,Platinum,1,1,7,2022-03-21,2023-10-19,1
6790,customer6790@example.com,Bùi Yến,Nữ,1986,30-39,Bác sĩ,Hà Nội,Việt Nam,Silver,1,1,8,2022-01-18,2023-09-24,1
6791,customer6791@example.com,Đặng Trang,Nữ,1992,30-39,Kiến trúc sư,Hà Nội,Việt Nam,Silver,2,1,2,2018-05-09,2024-04-20,1
6792,customer6792@example.com,Ngô Yến,Nữ,1993,30-39,Doanh nhân,Hải Phòng,Việt Nam,Diamond,4,1,5,2020-06-27,2023-09-09,1
6793,customer6793@example.com,Đỗ Thảo,Nữ,1987,30-39,Người nổi tiếng,Hà Nội,Việt Nam,Diamond,3,1,10,2021-11-11,2024-06-26,1
6794,customer6794@example.com,Lê Nga,Nữ,1989,30-39,Chuyên gia tài chính,Hà Nội,Việt Nam,Gold,3,1,6,2019-05-20,2023-01-06,1
6795,customer6795@example.com,Phạm Thành,Nam,1972,50-59,Bác sĩ,Hà Nội,Việt Nam,Platinum,1,1,4,2022-11-22,2024-10-06,1
6796,customer6796@example.com,Bùi Đức,Nam,1986,30-39,Giám đốc,Đà Nẵng,Việt Nam,Gold,3,1,1,2017-09-04,2023-09-19,1
6797,customer6797@example.com,Đỗ Minh,Nam,1981,40-49,Người nổi tiếng,Đà Nẵng,Expat,Gold,3,1,2,2018-07-31,2023-06-11,1
6798,customer6798@example.com,Trần Hà,Nữ,1971,50-59,Người nổi tiếng,Đồng Nai,Expat,Silver,4,1,9,2015-10-05,2023-07-18,1
6799,customer6799@example.com,Trần Hùng,Nam,1966,50-59,Bác sĩ,Khánh Hòa,Việt Nam,Gold,3,1,1,2019-02-13,2024-10-24,1
6800,customer6800@example.com,Phạm Long,Nam,1991,30-39,Chuyên gia tài chính,TP HCM,Expat,Gold,3,1,10,2021-02-25,2024-08-20,1
6801,customer6801@example.com,Bùi Hải,Nam,1963,60+,Bác sĩ,Hà Nội,Expat,Platinum,1,1,4,2022-01-09,2023-04-07,1
6802,customer6802@example.com,Đặng Khánh,Nam,1962,60+,Luật sư,Hà Nội,Việt Nam,Gold,3,1,8,2022-01-06,2023-12-21,0
6803,customer6803@example.com,Phạm Bình,Nam,1982,40-49,Nhà đầu tư,TP HCM,Expat,Silver,2,1,9,2016-08-18,2024-11-19,1
6804,customer6804@example.com,Ngô Long,Nam,1963,60+,Bác sĩ,Hà Nội,Việt Nam,Platinum,1,1,2,2023-05-19,2024-10-03,1
6805,customer6805@example.com,Đỗ Hùng,Nam,1974,50-59,Doanh nhân,TP HCM,Việt Nam,Platinum,4,1,7,2022-03-21,2023-10-12,1
6806,customer6806@example.com,Lê Trung,Nam,1971,50-59,Luật sư,Hà Nội,Việt Nam,Gold,3,1,3,2017-02-21,2023-06-02,1
6807,customer6807@example.com,Dương Khánh,Nam,1965,50-59,Doanh nhân,Hà Nội,Việt Nam,Gold,1,1,7,2021-05-01,2023-11-02,1
6808,customer6808@example.com,Đặng Mai,Nữ,1972,50-59,Giám đốc,Đồng Nai,Việt Nam,Gold,1,1,6,2021-10-16,2023-06-27,1
6809,customer6809@example.com,Hoàng Trung,Nam,1971,50-59,Nhà đầu tư,Hà Nội,Việt Nam,Platinum,4,1,2,2019-09-07,2024-09-07,1
6810,customer6810@example.com,Phan Ánh,Nữ,1980,40-49,Kiến trúc sư,Hải Phòng,Việt Nam,Silver,1,1,6,2022-08-01,2023-03-11,0
6811,customer6811@example.com,Nguyễn Hùng,Nam,1961,60+,Doanh nhân,Đồng Nai,Việt Nam,Gold,1,1,2,2017-11-04,2023-09-19,1
6812,customer6812@example.com,Hoàng Phương,Nữ,1968,50-59,Kiến trúc sư,Hà Nội,Việt Nam,Gold,2,1,6,2018-06-17,2024-01-29,1
6813,customer6813@example.com,Phạm Thành,Nam,1988,30-39,Người nổi tiếng,TP HCM,Việt Nam,Gold,1,1,2,2016-12-06,2024-09-13,1
6814,customer6814@example.com,Ngô Minh,Nam,1978,40-49,Giám đốc,Hà Nội,Việt Nam,Platinum,1,1,10,2020-07-16,2023-12-28,0
6815,customer6815@example.com,Phạm Yến,Nữ,1972,50-59,Giám đốc,TP HCM,Việt Nam,Gold,3,1,7,2017-01-09,2024-04-24,1
6816,customer6816@example.com,Hồ Thu,Nữ,1988,30-39,Luật sư,Hà Nội,Việt Nam,Platinum,4,1,8,2017-04-14,2023-07-29,1
6817,customer6817@example.com,Phan Quang,Nam,1984,40-49,Luật sư,TP HCM,Expat,Silver,3,1,2,2019-06-01,2024-01-14,1
6818,customer6818@example.com,Trần Bình,Nam,1980,40-49,Bác sĩ,TP HCM,Việt Nam,Platinum,3,1,1,2017-02-06,2023-04-27,1
6819,customer6819@example.com,Lê Hùng,Nam,1991,30-39,Bác sĩ,Hà Nội,Việt Nam,Silver,3,1,3,2020-09-23,2023-05-26,1
6820,customer6820@example.com,Ngô Ngọc,Nữ,1976,40-49,Bác sĩ,TP HCM,Việt Nam,Gold,2,1,3,2023-03-11,2023-09-02,0
6821,customer6821@example.com,Hồ Lan,Nữ,1973,50-59,Doanh nhân,Hải Phòng,Việt Nam,Silver,2,1,5,2021-02-17,2024-10-17,1
6822,customer6822@example.com,Hoàng Lan,Nữ,1976,40-49,Chuyên gia tài chính,Hà Nội,Việt Nam,Gold,3,1,9,2021-01-16,2024-04-03,0
6823,customer6823@example.com,Dương Yến,Nữ,1976,40-49,Doanh nhân,Hà Nội,Việt Nam,Silver,3,1,3,2021-06-10,2024-10-26,1
6824,customer6824@example.com,Nguyễn Phương,Nữ,1974,50-59,Bác sĩ,Hải Phòng,Việt Nam,Diamond,2,1,2,2018-12-02,2023-07-31,1
6825,customer6825@example.com,Lê Việt,Nam,1993,30-39,Luật sư,Hà Nội,Việt Nam,Silver,4,1,2,2023-06-16,2024-01-20,1
6826,customer6826@example.com,Vũ Lan,Nữ,1982,40-49,Doanh nhân,TP HCM,Việt Nam,Platinum,1,1,4,2022-05-10,2024-07-21,1
6827,customer6827@example.com,Hoàng Lan,Nữ,1963,60+,Bác sĩ,Hải Phòng,Việt Nam,Silver,2,1,1,2022-09-02,2023-02-24,1
6828,customer6828@example.com,Hồ Tuấn,Nam,1992,30-39,Chuyên gia tài chính,Bình Dương,Việt Nam,Platinum,1,1,6,2023-02-12,2024-04-18,1
6829,customer6829@example.com,Nguyễn Đức,Nam,1989,30-39,Chuyên gia tài chính,TP HCM,Việt Nam,Diamond,1,1,4,2017-05-29,2023-07-13,1
6830,customer6830@example.com,Phạm Hải,Nam,1987,30-39,Doanh nhân,Hải Phòng,Việt Nam,Platinum,2,1,4,2023-05-28,2023-04-14,1
6831,customer6831@example.com,Bùi Hoa,Nữ,1962,60+,Doanh nhân,TP HCM,Việt Nam,Platinum,4,1,3,2016-06-08,2024-08-13,1
6832,customer6832@example.com,Trần Việt,Nam,1970,50-59,Giám đốc,Khánh Hòa,Việt Nam,Gold,3,1,8,2015-12-09,2023-07-18,1
6833,customer6833@example.com,Bùi Hoa,Nữ,1965,50-59,Bác sĩ,TP HCM,Việt Nam,Platinum,4,1,1,2019-03-30,2023-07-05,1
6834,customer6834@example.com,Dương Khánh,Nam,1986,30-39,Giám đốc,Bình Dương,Việt Nam,Silver,3,1,9,2020-01-29,2024-06-22,1
6835,customer6835@example.com,Đặng Thu,Nữ,1991,30-39,Giám đốc,Hà Nội,Expat,Platinum,2,1,4,2022-04-28,2023-06-15,0
6836,customer6836@example.com,Lê Nga,Nữ,1985,30-39,Người nổi tiếng,Hà Nội,Việt Nam,Gold,2,1,9,2018-08-10,2024-07-30,1
6837,customer6837@example.com,Đỗ Hùng,Nam,1985,30-39,Chuyên gia tài chính,TP HCM,Việt Nam,Silver,1,1,1,2015-02-15,2023-08-30,1
6838,customer6838@example.com,Đặng Ngọc,Nữ,1987,30-39,Chuyên gia tài chính,Khánh Hòa,Việt Nam,Gold,4,1,4,2017-06-19,2024-05-16,1
6839,customer6839@example.com,Trần Trang,Nữ,1973,50-59,Chuyên gia tài chính,Bình Dương,Expat,Platinum,4,1,6,2020-04-19,2023-10-19,1
6840,customer6840@example.com,Vũ Yến,Nữ,1992,30-39,Chuyên gia tài chính,TP HCM,Việt Nam,Silver,2,1,6,2020-05-04,2023-10-30,1
6841,customer6841@example.com,Bùi Việt,Nam,1974,50-59,Người nổi tiếng,TP HCM,Việt Nam,Diamond,3,1,2,2017-11-03,2023-05-31,1
6842,customer6842@example.com,Đỗ Khánh,Nam,1965,50-59,Nhà đầu tư,Đà Nẵng,Expat,Diamond,4,1,3,2016-04-07,2023-04-09,1
6843,customer6843@example.com,Phan Trung,Nam,1991,30-39,Nhà đầu tư,Hà Nội,Việt Nam,Platinum,1,1,7,2020-07-26,2024-09-13,1
6844,customer6844@example.com,Bùi Long,Nam,1972,50-59,Bác sĩ,TP HCM,Việt Nam,Silver,3,1,5,2021-07-07,2023-01-20,0
6845,customer6845@example.com,Bùi Minh,Nam,1974,50-59,Giám đốc,Hà Nội,Expat,Gold,3,1,5,2019-07-11,2023-08-02,1
6846,customer6846@example.com,Đặng Đức,Nam,1996,25-29,Chuyên gia tài chính,TP HCM,Việt Nam,Silver,4,1,5,2015-07-11,2023-07-25,1
6847,customer6847@example.com,Phạm Tuấn,Nam,1964,60+,Luật sư,Hải Phòng,Expat,Diamond,1,1,7,2022-11-01,2024-06-28,1
6848,customer6848@example.com,Dương Hải,Nam,1963,60+,Giám đốc,TP HCM,Việt Nam,Silver,1,1,4,2015-01-06,2023-08-27,1
6849,customer6849@example.com,Lê Trang,Nữ,1996,25-29,Doanh nhân,Đà Nẵng,Việt Nam,Platinum,2,1,1,2017-04-18,2023-11-14,1
6850,customer6850@example.com,Bùi Ánh,Nữ,1966,50-59,Bác sĩ,Hải Phòng,Việt Nam,Gold,4,1,6,2015-03-04,2024-12-28,1
6851,customer6851@example.com,Ngô Ánh,Nữ,1986,30-39,Kiến trúc sư,Hải Phòng,Việt Nam,Platinum,3,1,7,2021-08-26,2024-08-28,1
6852,customer6852@example.com,Vũ Hải,Nam,1972,50-59,Kiến trúc sư,Hà Nội,Việt Nam,Silver,3,1,4,2018-05-16,2024-04-24,1
6853,customer6853@example.com,Hoàng Ánh,Nữ,1986,30-39,Luật sư,Hà Nội,Việt Nam,Silver,4,1,1,2018-02-11,2023-09-04,1
6854,customer6854@example.com,Dương Hoa,Nữ,1967,50-59,Bác sĩ,Hà Nội,Việt Nam,Platinum,3,1,4,2020-04-24,2024-08-10,1
6855,customer6855@example.com,Bùi Thảo,Nữ,1961,60+,Luật sư,Hà Nội,Việt Nam,Silver,1,1,8,2018-06-13,2024-08-25,0
6856,customer6856@example.com,Lê Thu,Nữ,1995,25-29,Nhà đầu tư,TP HCM,Việt Nam,Gold,1,1,7,2018-03-22,2023-05-29,0
6857,customer6857@example.com,Phạm Thu,Nữ,1976,40-49,Chuyên gia tài chính,TP HCM,Việt Nam,Platinum,4,1,8,2020-09-17,2023-11-10,1
6858,customer6858@example.com,Trần Minh,Nam,1983,40-49,Giám đốc,TP HCM,Việt Nam,Gold,4,1,2,2015-10-03,2024-08-07,1
6859,customer6859@example.com,Hồ Thu,Nữ,1976,40-49,Người nổi tiếng,TP HCM,Việt Nam,Silver,2,1,8,2021-11-17,2024-05-06,0
6860,customer6860@example.com,Đỗ Phương,Nữ,1996,25-29,Chuyên gia tài chính,TP HCM,Việt Nam,Silver,2,1,3,2021-03-06,2024-09-26,1
6861,customer6861@example.com,Hoàng Thu,Nữ,1969,50-59,Chuyên gia tài chính,Hà Nội,Việt Nam,Gold,4,1,9,2022-08-08,2023-01-09,1
6862,customer6862@example.com,Trần Trang,Nữ,1986,30-39,Kiến trúc sư,Hải Phòng,Việt Nam,Gold,1,1,2,2023-03-25,2024-05-13,1
6863,customer6863@example.com,Phan Yến,Nữ,1997,25-29,Luật sư,Quảng Ninh,Việt Nam,Gold,1,1,6,2019-12-09,2023-01-17,1
6864,customer6864@example.com,Hoàng Hằng,Nữ,1986,30-39,Bác sĩ,Đà Nẵng,Việt Nam,Gold,2,1,4,2015-01-14,2024-06-02,1
6865,customer6865@example.com,Phạm Trang,Nữ,1978,40-49,Nhà đầu tư,Đà Nẵng,Việt Nam,Silver,2,1,8,2018-06-06,2024-05-10,1
6866,customer6866@example.com,Bùi Yến,Nữ,1987,30-39,Luật sư,TP HCM,Expat,Diamond,3,1,10,2016-02-07,2024-03-15,1
6867,customer6867@example.com,Đặng Khánh,Nam,1983,40-49,Nhà đầu tư,Đà Nẵng,Việt Nam,Diamond,3,1,9,2015-05-01,2024-02-12,1
6868,customer6868@example.com,Ngô Anh,Nam,1981,40-49,Giám đốc,Hải Phòng,Việt Nam,Gold,4,1,5,2020-04-02,2024-05-16,1
6869,customer6869@example.com,Phạm Khánh,Nam,1996,25-29,Nhà đầu tư,Hải Phòng,Việt Nam,Silver,4,1,3,2015-09-06,2024-10-06,1
6870,customer6870@example.com,Ngô Hùng,Nam,1974,50-59,Luật sư,TP HCM,Việt Nam,Silver,1,1,5,2018-07-19,2023-02-02,0
6871,customer6871@example.com,Hoàng Thảo,Nữ,1968,50-59,Kiến trúc sư,Hà Nội,Việt Nam,Gold,2,1,8,2016-06-07,2023-05-14,1
6872,customer6872@example.com,Lê Long,Nam,1979,40-49,Luật sư,Hà Nội,Việt Nam,Gold,1,1,6,2022-03-29,2024-07-05,0
6873,customer6873@example.com,Nguyễn Minh,Nam,1972,50-59,Nhà đầu tư,TP HCM,Việt Nam,Platinum,3,1,7,2017-04-01,2024-08-16,1
6874,customer6874@example.com,Vũ Thảo,Nữ,1981,40-49,Bác sĩ,Hà Nội,Việt Nam,Platinum,1,1,8,2019-02-28,2024-09-07,1
6875,customer6875@example.com,Hồ Việt,Nam,1967,50-59,Giám đốc,Khánh Hòa,Việt Nam,Silver,3,1,8,2021-09-23,2023-11-03,1
6876,customer6876@example.com,Trần Hải,Nam,1982,40-49,Kiến trúc sư,TP HCM,Việt Nam,Silver,3,1,9,2022-11-14,2023-03-12,1
6877,customer6877@example.com,Đặng Tuấn,Nam,1971,50-59,Chuyên gia tài chính,Hải Phòng,Việt Nam,Silver,1,1,5,2016-03-10,2024-03-16,1
6878,customer6878@example.com,Dương Hằng,Nữ,1962,60+,Chuyên gia tài chính,Đồng Nai,Expat,Diamond,2,1,3,2021-01-12,2023-12-14,1
6879,customer6879@example.com,Đỗ Thu,Nữ,1968,50-59,Kiến trúc sư,TP HCM,Việt Nam,Gold,4,1,2,2022-03-24,2024-09-09,1
6880,customer6880@example.com,Phạm Khánh,Nam,1972,50-59,Nhà đầu tư,TP HCM,Việt Nam,Platinum,1,1,9,2022-12-04,2024-08-04,1
6881,customer6881@example.com,Hoàng Thu,Nữ,1997,25-29,Bác sĩ,Đồng Nai,Việt Nam,Diamond,1,1,8,2020-03-14,2023-12-27,1
6882,customer6882@example.com,Đỗ Mai,Nữ,1974,50-59,Người nổi tiếng,TP HCM,Việt Nam,Platinum,3,1,4,2016-05-23,2023-04-22,1
6883,customer6883@example.com,Ngô Quang,Nam,1994,30-39,Doanh nhân,TP HCM,Việt Nam,Gold,3,1,8,2015-03-21,2023-10-18,1
6884,customer6884@example.com,Phan Hằng,Nữ,1974,50-59,Kiến trúc sư,Hà Nội,Việt Nam,Platinum,3,1,3,2022-09-17,2023-05-06,1
6885,customer6885@example.com,Dương Thảo,Nữ,1975,40-49,Nhà đầu tư,TP HCM,Việt Nam,Silver,4,1,6,2022-09-09,2024-08-02,1
6886,customer6886@example.com,Bùi Việt,Nam,1988,30-39,Nhà đầu tư,Khánh Hòa,Expat,Platinum,2,1,5,2015-05-25,2023-11-25,1
6887,customer6887@example.com,Bùi Tuấn,Nam,1984,40-49,Kiến trúc sư,TP HCM,Việt Nam,Silver,4,1,1,2019-06-04,2024-12-24,0
6888,customer6888@example.com,Hồ Linh,Nữ,1962,60+,Chuyên gia tài chính,Hà Nội,Việt Nam,Gold,1,1,1,2021-12-08,2024-04-30,1
6889,customer6889@example.com,Hoàng Yến,Nữ,1968,50-59,Luật sư,Hà Nội,Việt Nam,Platinum,1,1,5,2019-02-27,2023-01-18,1
6890,customer6890@example.com,Phạm Linh,Nữ,1980,40-49,Kiến trúc sư,Đà Nẵng,Expat,Gold,3,1,7,2021-08-06,2023-06-05,1
6891,customer6891@example.com,Phạm Thành,Nam,1966,50-59,Chuyên gia tài chính,TP HCM,Expat,Diamond,3,1,7,2020-12-01,2023-10-21,1
6892,customer6892@example.com,Ngô Khánh,Nam,1992,30-39,Chuyên gia tài chính,Đồng Nai,Việt Nam,Platinum,2,1,5,2020-10-06,2024-05-07,1
6893,customer6893@example.com,Phạm Quang,Nam,1969,50-59,Bác sĩ,Khánh Hòa,Việt Nam,Gold,3,1,10,2021-12-30,2023-12-05,1
6894,customer6894@example.com,Dương Long,Nam,1966,50-59,Doanh nhân,TP HCM,Việt Nam,Diamond,3,1,1,2015-02-26,2024-11-26,0
6895,customer6895@example.com,Hoàng Thu,Nữ,1998,25-29,Giám đốc,TP HCM,Việt Nam,Diamond,1,1,2,2015-10-02,2023-04-21,1
6896,customer6896@example.com,Lê Khánh,Nam,1993,30-39,Doanh nhân,Đà Nẵng,Việt Nam,Gold,1,1,10,2022-12-08,2024-08-20,1
6897,customer6897@example.com,Hồ Anh,Nam,1997,25-29,Người nổi tiếng,Hà Nội,Việt Nam,Gold,1,1,5,2021-11-10,2023-05-25,1
6898,customer6898@example.com,Vũ Hùng,Nam,1981,40-49,Bác sĩ,Hà Nội,Việt Nam,Gold,4,1,6,2016-11-11,2024-01-07,1
6899,customer6899@example.com,Đặng Yến,Nữ,1963,60+,Luật sư,TP HCM,Expat,Gold,3,1,5,2020-02-05,2023-05-11,1
6900,customer6900@example.com,Ngô Hùng,Nam,1968,50-59,Bác sĩ,Hà Nội,Expat,Gold,3,1,6,2015-01-23,2024-08-19,1
6901,customer6901@example.com,Trần Phương,Nữ,1962,60+,Kiến trúc sư,Hà Nội,Việt Nam,Diamond,3,1,8,2015-12-11,2024-02-15,1
6902,customer6902@example.com,Trần Nga,Nữ,1976,40-49,Giám đốc,Bình Dương,Expat,Platinum,2,1,5,2015-05-16,2023-07-27,1
6903,customer6903@example.com,Lê Bình,Nam,1967,50-59,Bác sĩ,TP HCM,Việt Nam,Silver,4,1,1,2016-11-04,2024-12-01,1
6904,customer6904@example.com,Ngô Quang,Nam,1968,50-59,Luật sư,Khánh Hòa,Việt Nam,Platinum,4,1,10,2019-03-13,2023-12-16,1
6905,customer6905@example.com,Nguyễn Quang,Nam,1962,60+,Bác sĩ,Hải Phòng,Expat,Gold,4,1,8,2015-06-20,2024-06-28,1
6906,customer6906@example.com,Đặng Thành,Nam,1994,30-39,Bác sĩ,Bình Dương,Việt Nam,Silver,3,1,1,2015-07-13,2023-03-28,1
6907,customer6907@example.com,Đặng Quang,Nam,1979,40-49,Kiến trúc sư,Hà Nội,Việt Nam,Platinum,1,1,7,2015-07-18,2024-01-20,0
6908,customer6908@example.com,Trần Tuấn,Nam,1986,30-39,Kiến trúc sư,Hà Nội,Việt Nam,Gold,3,1,10,2018-11-18,2024-03-05,1
6909,customer6909@example.com,Lê Thu,Nữ,1992,30-39,Luật sư,Khánh Hòa,Việt Nam,Silver,2,1,5,2019-11-09,2023-07-06,1
6910,customer6910@example.com,Bùi Phương,Nữ,1997,25-29,Nhà đầu tư,TP HCM,Việt Nam,Platinum,3,1,6,2015-05-08,2024-01-23,1
6911,customer6911@example.com,Vũ Minh,Nam,1974,50-59,Luật sư,Quảng Ninh,Expat,Silver,2,1,10,2015-12-02,2024-08-31,1
6912,customer6912@example.com,Hồ Ánh,Nữ,1968,50-59,Người nổi tiếng,Đà Nẵng,Việt Nam,Diamond,2,1,9,2020-07-21,2023-09-18,1
6913,customer6913@example.com,Ngô Tuấn,Nam,1994,30-39,Luật sư,Đà Nẵng,Việt Nam,Silver,4,1,10,2021-11-08,2024-12-14,1
6914,customer6914@example.com,Nguyễn Quang,Nam,1975,40-49,Chuyên gia tài chính,Đà Nẵng,Expat,Silver,1,1,8,2018-05-11,2024-08-20,1
6915,customer6915@example.com,Bùi Thảo,Nữ,1984,40-49,Nhà đầu tư,TP HCM,Việt Nam,Silver,1,1,5,2017-07-17,2024-11-05,1
6916,customer6916@example.com,Hồ Hà,Nữ,1965,50-59,Nhà đầu tư,Hà Nội,Expat,Silver,1,1,6,2017-09-27,2024-08-13,1
6917,customer6917@example.com,Hồ Linh,Nữ,1969,50-59,Giám đốc,Hà Nội,Expat,Platinum,4,1,2,2018-03-07,2023-08-10,1
6918,customer6918@example.com,Hoàng Yến,Nữ,1987,30-39,Nhà đầu tư,TP HCM,Việt Nam,Silver,2,1,10,2019-03-07,2024-05-06,1
6919,customer6919@example.com,Phạm Long,Nam,1973,50-59,Giám đốc,TP HCM,Việt Nam,Platinum,2,1,10,2015-07-27,2024-10-07,1
6920,customer6920@example.com,Trần Ngọc,Nữ,1962,60+,Kiến trúc sư,Hà Nội,Việt Nam,Gold,2,1,7,2017-08-18,2024-01-11,1
6921,customer6921@example.com,Dương Lan,Nữ,1991,30-39,Giám đốc,Đà Nẵng,Expat,Platinum,4,1,4,2016-11-29,2023-09-22,1
6922,customer6922@example.com,Đặng Hoa,Nữ,1981,40-49,Chuyên gia tài chính,TP HCM,Việt Nam,Platinum,1,1,5,2021-07-31,2024-07-16,1
6923,customer6923@example.com,Vũ Hùng,Nam,1976,40-49,Nhà đầu tư,Hà Nội,Việt Nam,Silver,1,1,5,2020-07-06,2023-04-21,1
6924,customer6924@example.com,Phạm Trang,Nữ,1984,40-49,Doanh nhân,TP HCM,Expat,Gold,4,1,2,2017-03-08,2023-04-09,1
6925,customer6925@example.com,Bùi Việt,Nam,1997,25-29,Người nổi tiếng,Khánh Hòa,Việt Nam,Gold,2,1,6,2016-02-23,2024-01-24,0
6926,customer6926@example.com,Vũ Khánh,Nam,1978,40-49,Giám đốc,Hà Nội,Việt Nam,Silver,2,1,1,2021-07-08,2023-02-09,1
6927,customer6927@example.com,Hồ Mai,Nữ,1993,30-39,Bác sĩ,TP HCM,Expat,Silver,3,1,7,2017-06-30,2023-11-06,1
6928,customer6928@example.com,Vũ Trung,Nam,1995,25-29,Chuyên gia tài chính,Hà Nội,Việt Nam,Gold,1,1,7,2022-08-10,2024-07-19,1
6929,customer6929@example.com,Ngô Việt,Nam,1977,40-49,Doanh nhân,TP HCM,Việt Nam,Gold,2,1,2,2016-12-02,2023-01-28,1
6930,customer6930@example.com,Ngô Tuấn,Nam,1995,25-29,Người nổi tiếng,Hà Nội,Expat,Platinum,2,1,7,2018-10-17,2024-02-28,1
6931,customer6931@example.com,Đỗ Hằng,Nữ,1985,30-39,Chuyên gia tài chính,Đà Nẵng,Việt Nam,Gold,3,1,9,2016-09-21,2023-06-16,1
6932,customer6932@example.com,Hồ Thảo,Nữ,1960,60+,Kiến trúc sư,TP HCM,Việt Nam,Platinum,4,1,8,2015-05-18,2023-04-25,1
6933,customer6933@example.com,Đỗ Thành,Nam,1998,25-29,Chuyên gia tài chính,Bình Dương,Việt Nam,Diamond,1,1,7,2019-01-04,2024-06-19,1
6934,customer6934@example.com,Trần Thảo,Nữ,1997,25-29,Kiến trúc sư,Hà Nội,Việt Nam,Diamond,1,1,6,2017-01-12,2023-12-30,1
6935,customer6935@example.com,Đỗ Trung,Nam,1977,40-49,Chuyên gia tài chính,Hà Nội,Việt Nam,Silver,2,1,5,2018-01-08,2024-12-27,1
6936,customer6936@example.com,Đỗ Hùng,Nam,1960,60+,Chuyên gia tài chính,Bình Dương,Việt Nam,Silver,3,1,4,2022-10-08,2023-06-13,1
6937,customer6937@example.com,Hoàng Thành,Nam,1990,30-39,Người nổi tiếng,Hà Nội,Việt Nam,Gold,3,1,1,2016-05-19,2023-02-26,1
6938,customer6938@example.com,Đỗ Ánh,Nữ,1978,40-49,Doanh nhân,Hà Nội,Việt Nam,Diamond,2,1,6,2021-07-09,2024-04-13,1
6939,customer6939@example.com,Vũ Quang,Nam,1979,40-49,Người nổi tiếng,Hà Nội,Việt Nam,Gold,2,1,3,2019-01-01,2023-04-22,1
6940,customer6940@example.com,Lê Thu,Nữ,1976,40-49,Doanh nhân,Đồng Nai,Việt Nam,Gold,2,1,4,2021-10-22,2024-05-27,1
6941,customer6941@example.com,Đặng Phương,Nữ,1993,30-39,Doanh nhân,Quảng Ninh,Việt Nam,Gold,2,1,5,2020-10-15,2024-07-29,1
6942,customer6942@example.com,Phạm Long,Nam,1962,60+,Nhà đầu tư,TP HCM,Việt Nam,Platinum,2,1,1,2017-11-03,2023-02-24,1
6943,customer6943@example.com,Đỗ Hải,Nam,1963,60+,Luật sư,TP HCM,Việt Nam,Gold,2,1,8,2017-02-06,2024-09-10,1
6944,customer6944@example.com,Dương Hà,Nữ,1992,30-39,Người nổi tiếng,TP HCM,Expat,Diamond,3,1,5,2016-03-24,2023-11-15,1
6945,customer6945@example.com,Vũ Minh,Nam,1974,50-59,Bác sĩ,Đồng Nai,Expat,Gold,4,1,8,2018-07-19,2024-05-21,1
6946,customer6946@example.com,Phan Phương,Nữ,1972,50-59,Kiến trúc sư,Hải Phòng,Việt Nam,Platinum,3,1,3,2020-08-16,2024-11-15,1
6947,customer6947@example.com,Đặng Long,Nam,1982,40-49,Nhà đầu tư,Hà Nội,Việt Nam,Gold,4,1,6,2016-09-22,2024-05-16,1
6948,customer6948@example.com,Phan Mai,Nữ,1980,40-49,Doanh nhân,Đà Nẵng,Expat,Diamond,4,1,10,2019-05-18,2024-02-08,1
6949,customer6949@example.com,Phan Hằng,Nữ,1967,50-59,Luật sư,Đồng Nai,Việt Nam,Gold,3,1,10,2016-07-19,2023-12-16,1
6950,customer6950@example.com,Hồ Hằng,Nữ,1989,30-39,Nhà đầu tư,Bình Dương,Việt Nam,Silver,1,1,3,2020-01-11,2023-08-01,1
